,0,1,clean nationality abbreviation
1247,SG,SG,SG
1248,HK,,HK
1249,SG,SG,SG
1250,SG,SG,SG
1251,MY,MY,MY
1252,SG,SG,SG
1253,SG,SG,SG
1254,SG,SG,SG
1255,MY,,MY
1256,SG,SG,SG
1257,SG,SG,SG
1258,SG,SG,SG
1259,MY,MY,MY
1260,SG,SG,SG
1261,SG,SG,SG
1262,SG,,SG
1263,SG,SG,SG
1264,MY,MY,MY
1265,SG,SG,SG
1266,MY,MY,MY
1267,SG,SG,SG
1268,SG,SG,SG
1269,SG,,SG
1270,SG,SG,SG
1271,MY,MY,MY
1272,SG,MY,MY
1273,MY,Malaysian,MY
1274,SG,SG,SG
1275,SG,SG,SG
1276,MY,MY,MY
1277,SG,SG,SG
1278,MY,,MY
1279,SG,SG,SG
1280,MY,Malaysia,MY
1281,SG,SG,SG
1282,MY,Malaysia,MY
1283,SG,SG,SG
1284,SG,BU,BG
1285,MY,Malaysia,MY
1286,SG,HK,HK
1287,SG,SG,SG
1288,MY,,MY
1289,SG,SG,SG
1290,SG,PH,PH
1291,HK,HK,HK
1292,TH,,TH
1293,MY,,MY
1294,SG,SG,SG
1295,SG,SG,SG
1296,MY,,MY
1297,MY,MY,MY
1298,MY,MY,MY
1299,SG,SG,SG
1300,SG,SG,SG
1301,MY,MALAYSIA,MY
1302,MY,,MY
1303,MY,malaysia,MY
1304,MY,,MY
1305,SG,,SG
1306,SG,SGP,SG
1307,SG,MY,MY
1308,MY,,MY
1309,MY,MY,MY
1310,SG,SG,SG
1311,SG,SG,SG
1312,SG,SG,SG
1313,SG,SG,SG
1314,SG,SG,SG
1315,MY,,MY
1316,MY,,MY
1317,SG,SG,SG
1318,SG,SG,SG
1319,SG,SG,SG
1320,SG,PHL,PH
1321,MY,,MY
1322,MY,MY,MY
1323,MY,MY,MY
1324,SG,SG,SG
1325,SG,PH,PH
1326,MY,Malaysia,MY
1327,SG,SG,SG
1328,SG,SG,SG
1329,SG,SG,SG
1330,MY,MY,MY
1331,SG,SG,SG
1332,MY,MY,MY
1333,MY,Malaysia,MY
1334,SG,SG,SG
1335,SG,SG,SG
1336,SG,,SG
1337,SG,MY,MY
1338,HK,Hong Kong,HK
1339,SG,SG,SG
1340,SG,SG,SG
1341,SG,SG,SG
1342,MY,malaysia,MY
1343,MY,,MY
1344,MY,MY,MY
1345,SG,,SG
1346,SG,,SG
1347,SG,SG,SG
1348,SG,SG,SG
1349,MY,MY,MY
1350,SG,SG,SG
1351,MY,MY,MY
1352,SG,MY,MY
1353,MY,,MY
1354,MY,Malaysia,MY
1355,SG,SG,SG
1356,MY,,MY
1357,MY,MY,MY
1358,SG,PH,PH
1359,SG,SG,SG
1360,SG,SG,SG
1361,SG,SG,SG
1362,SG,IN,IN
1363,SG,SG,SG
1364,SG,SG,SG
1365,SG,SG,SG
1366,SG,SG,SG
1367,SG,IN,IN
1368,MY,,MY
1369,SG,SG,SG
1370,MY,Malaysia,MY
1371,MY,MY,MY
1372,SG,SG,SG
1373,SG,SG,SG
1374,MY,Malaysia,MY
1375,SG,SG,SG
1376,MY,,MY
1377,MY,MY,MY
1378,SG,PH,PH
1379,SG,SG,SG
1380,SG,PHL,PH
1381,SG,SG,SG
1382,SG,SG,SG
1383,SG,PH,PH
1384,SG,SG,SG
1385,MY,MY,MY
1386,SG,,SG
1387,SG,SG,SG
1388,SG,SG,SG
1389,SG,MY,MY
1390,HK,,HK
1391,MY,,MY
1392,SG,SG,SG
1393,MY,,MY
1394,SG,,SG
1395,SG,SG,SG
1396,SG,SG,SG
1397,MY,Malaysia,MY
1398,SG,SG,SG
1399,SG,SG,SG
1400,MY,Malaysia,MY
1401,MY,Malaysian,MY
1402,SG,MY,MY
1403,SG,SG,SG
1404,SG,,SG
1405,SG,CN,CN
1406,MY,,MY
1407,MY,MY,MY
1408,MY,Malaysion,MY
1409,SG,,SG
1410,SG,PH,PH
1411,SG,SG,SG
1412,SG,SG,SG
1413,MY,,MY
1414,SG,SG,SG
1415,SG,SG,SG
1416,TH,ไทย,TH
1417,MY,MY,MY
1418,SG,SG,SG
1419,MY,MY,MY
1420,SG,SG,SG
1421,MY,Malaysia,MY
1422,SG,SG,SG
1423,SG,SG,SG
1424,MY,Malaysia,MY
1425,SG,SG,SG
1426,MY,,MY
1427,HK,Hong Kong,HK
1428,MY,Malaysia,MY
1429,SG,SG,SG
1430,SG,MY,MY
1431,MY,,MY
1432,SG,PH,PH
1433,MY,Malaysian,MY
1434,MY,malalysian,MY
1435,SG,JP,JP
1436,MY,MY,MY
1437,SG,PH,PH
1438,SG,SG,SG
1439,MY,MY,MY
1440,SG,SGP,SG
1441,TH,,TH
1442,SG,MY,MY
1443,SG,BU,BG
1444,MY,MY,MY
1445,SG,SG,SG
1446,MY,Malaysia,MY
1447,MY,,MY
1448,SG,SG,SG
1449,SG,SG,SG
1450,MY,,MY
1451,SG,SG,SG
1452,SG,,SG
1453,MY,Malaysia,MY
1454,SG,SGP,SG
1455,SG,PH,PH
1456,MY,MY,MY
1457,SG,SG,SG
1458,MY,Malaysia,MY
1459,MY,MY,MY
1460,MY,,MY
1461,SG,SG,SG
1462,SG,MY,MY
1463,MY,MY,MY
1464,SG,MYS,MY
1465,MY,,MY
1466,SG,,SG
1467,SG,SG,SG
1468,MY,MY,MY
1469,MY,MY,MY
1470,MY,,MY
1471,SG,,SG
1472,MY,Malaysia,MY
1473,HK,中國,CN
1474,SG,,SG
1475,MY,MY,MY
1476,MY,MY,MY
1477,SG,,SG
1478,SG,SG,SG
1479,SG,,SG
1480,MY,,MY
1481,SG,SG,SG
1482,SG,SG,SG
1483,SG,KR,KR
1484,MY,,MY
1485,SG,SG,SG
1486,MY,Malaysian,MY
1487,SG,SG,SG
1488,SG,SG,SG
1489,SG,SG,SG
1490,SG,SG,SG
1491,SG,SG,SG
1492,SG,SG,SG
1493,MY,MY,MY
1494,SG,MY,MY
1495,MY,,MY
1496,SG,SG,SG
1497,SG,SG,SG
1498,MY,,MY
1499,SG,SG,SG
1500,SG,SG,SG
1501,SG,SG,SG
1502,MY,,MY
1503,MY,Malaysian,MY
1504,SG,SG,SG
1505,SG,PH,PH
1506,SG,SG,SG
1507,HK,,HK
1508,SG,IN,IN
1509,SG,SG,SG
1510,SG,MY,MY
1511,SG,SG,SG
1512,MY,Malaysian,MY
1513,MY,Malaysia,MY
1514,SG,SG,SG
1515,MY,MY,MY
1516,SG,SG,SG
1517,MY,,MY
1518,MY,,MY
1519,MY,Malaysia,MY
1520,MY,Malaysia,MY
1521,SG,SG,SG
1522,MY,Malaysian,MY
1523,MY,,MY
1524,SG,VN,VN
1525,SG,PH,PH
1526,SG,SG,SG
1527,SG,PH,PH
1528,MY,,MY
1529,SG,SG,SG
1530,MY,MY,MY
1531,MY,Malaysia,MY
1532,SG,PHL,PH
1533,MY,,MY
1534,SG,SG,SG
1535,SG,ID,ID
1536,SG,SG,SG
1537,SG,SG,SG
1538,SG,SG,SG
1539,SG,SG,SG
1540,SG,PH,PH
1541,SG,SG,SG
1542,SG,PH,PH
1543,MY,Malaysia,MY
1544,SG,,SG
1545,SG,,SG
1546,MY,MY,MY
1547,HK,Hong Kong,HK
1548,SG,SG,SG
1549,SG,SG,SG
1550,MY,,MY
1551,MY,,MY
1552,SG,SG,SG
1553,SG,SG,SG
1554,SG,PHL,PH
1555,SG,,SG
1556,MY,MY,MY
1557,SG,PH,PH
1558,MY,MY,MY
1559,MY,Malaysian,MY
1560,SG,PH,PH
1561,MY,MY,MY
1562,MY,,MY
1563,SG,SG,SG
1564,SG,BU,BG
1565,SG,SG,SG
1566,SG,PH,PH
1567,SG,PH,PH
1568,SG,,SG
1569,MY,Malaysia,MY
1570,SG,SG,SG
1571,SG,,SG
1572,SG,SG,SG
1573,SG,SG,SG
1574,SG,SG,SG
1575,SG,PH,PH
1576,SG,SG,SG
1577,MY,MY,MY
1578,SG,ID,ID
1579,SG,SG,SG
1580,SG,SG,SG
1581,MY,MY,MY
1582,SG,,SG
1583,SG,,SG
1584,SG,SG,SG
1585,SG,SG,SG
1586,SG,SG,SG
1587,SG,SG,SG
1588,MY,MY,MY
1589,MY,,MY
1590,MY,,MY
1591,SG,SG,SG
1592,SG,SG,SG
1593,MY,Malaysia,MY
1594,SG,SG,SG
1595,MY,MY,MY
1596,SG,SG,SG
1597,SG,SG,SG
1598,MY,Malaysian,MY
1599,SG,SG,SG
1600,SG,SG,SG
1601,MY,Malaysia,MY
1602,SG,SG,SG
1603,SG,MY,MY
1604,MY,,MY
1605,SG,,SG
1606,SG,PH,PH
1607,MY,Malay,MY
1608,MY,MY,MY
1609,MY,Malaysia,MY
1610,SG,AUT,AT
1611,SG,SG,SG
1612,MY,malaysian,MY
1613,MY,,MY
1614,SG,SG,SG
1615,SG,,SG
1616,SG,PH,PH
1617,SG,SG,SG
1618,SG,SG,SG
1619,MY,MY,MY
1620,SG,,SG
1621,SG,SG,SG
1622,SG,SG,SG
1623,HK,,HK
1624,SG,SG,SG
1625,MY,MY,MY
1626,SG,SG,SG
1627,SG,,SG
1628,SG,SG,SG
1629,MY,,MY
1630,SG,SG,SG
1631,SG,SG,SG
1632,SG,SG,SG
1633,SG,SG,SG
1634,SG,SGP,SG
1635,SG,SG,SG
1636,SG,SG,SG
1637,SG,,SG
1638,SG,MY,MY
1639,MY,Malaysian,MY
1640,MY,MY,MY
1641,SG,,SG
1642,SG,SG,SG
1643,SG,SG,SG
1644,SG,SG,SG
1645,SG,SG,SG
1646,MY,Malaysia,MY
1647,MY,MY,MY
1648,SG,SG,SG
1649,MY,MY,MY
1650,SG,SG,SG
1651,MY,,MY
1652,SG,SG,SG
1653,MY,MY,MY
1654,MY,,MY
1655,SG,SG,SG
1656,SG,SG,SG
1657,SG,SG,SG
1658,SG,SG,SG
1659,SG,SG,SG
1660,SG,PH,PH
1661,SG,SG,SG
1662,SG,,SG
1663,SG,,SG
1664,SG,MY,MY
1665,MY,MY,MY
1666,SG,SG,SG
1667,MY,,MY
1668,MY,Malaysian,MY
1669,SG,,SG
1670,MY,,MY
1671,MY,MY,MY
1672,MY,,MY
1673,HK,Hong kong,HK
1674,SG,MY,MY
1675,MY,MY,MY
1676,MY,Malaysia,MY
1677,MY,MY,MY
1678,SG,CN,CN
1679,SG,SG,SG
1680,SG,MY,MY
1681,SG,BU,BG
1682,HK,Hong Kong,HK
1683,MY,Malaysia,MY
1684,SG,PH,PH
1685,MY,MY,MY
1686,MY,,MY
1687,SG,SG,SG
1688,MY,MY,MY
1689,SG,SG,SG
1690,HK,HK,HK
1691,SG,SG,SG
1692,MY,Malaysia,MY
1693,SG,SG,SG
1694,SG,PH,PH
1695,SG,SG,SG
1696,SG,SG,SG
1697,MY,MY,MY
1698,MY,MY,MY
1699,SG,,SG
1700,SG,PH,PH
1701,SG,,SG
1702,MY,Malaysian,MY
1703,MY,,MY
1704,MY,MY,MY
1705,MY,Malaysia,MY
1706,MY,,MY
1707,SG,VN,VN
1708,MY,,MY
1709,SG,SG,SG
1710,SG,MY,MY
1711,SG,SG,SG
1712,SG,SG,SG
1713,SG,SG,SG
1714,MY,,MY
1715,MY,,MY
1716,SG,MY,MY
1717,SG,,SG
1718,SG,SGP,SG
1719,SG,SG,SG
1720,MY,Malaysia,MY
1721,SG,SG,SG
1722,SG,Singaporean,SG
1723,MY,Malaysian,MY
1724,HK,,HK
1725,SG,SG,SG
1726,MY,,MY
1727,SG,SG,SG
1728,MY,Malaysia,MY
1729,SG,VNM,VN
1730,MY,MY,MY
1731,MY,MY,MY
1732,MY,Malaysia,MY
1733,HK,,HK
1734,SG,IN,IN
1735,SG,PH,PH
1736,SG,SG,SG
1737,SG,SG,SG
1738,HK,HK,HK
1739,SG,SG,SG
1740,SG,SG,SG
1741,MY,,MY
1742,SG,,SG
1743,MY,Malaysia,MY
1744,SG,SG,SG
1745,SG,,SG
1746,MY,MY,MY
1747,SG,MY,MY
1748,SG,SG,SG
1749,MY,Malaysia,MY
1750,MY,Malaysia,MY
1751,MY,Malaysia,MY
1752,MY,MY,MY
1753,MY,,MY
1754,SG,SG,SG
1755,SG,SG,SG
1756,SG,MY,MY
1757,SG,SG,SG
1758,SG,SG,SG
1759,SG,MY,MY
1760,SG,SG,SG
1761,SG,SG,SG
1762,MY,,MY
1763,SG,SG,SG
1764,SG,SG,SG
1765,SG,SGP,SG
1766,SG,MY,MY
1767,MY,,MY
1768,SG,SG,SG
1769,MY,MY,MY
1770,MY,Malaysian,MY
1771,SG,PH,PH
1772,SG,IN,IN
1773,HK,,HK
1774,SG,SG,SG
1775,MY,Malaysian,MY
1776,SG,PH,PH
1777,SG,SG,SG
1778,MY,MY,MY
1779,TH,,TH
1780,SG,SG,SG
1781,MY,,MY
1782,MY,Malaysia,MY
1783,HK,,HK
1784,SG,SG,SG
1785,MY,,MY
1786,MY,,MY
1787,MY,,MY
1788,MY,Malaysia,MY
1789,MY,Malaysia,MY
1790,SG,SG,SG
1791,SG,SGP,SG
1792,SG,UR,UY
1793,SG,SG,SG
1794,HK,,HK
1795,MY,MY,MY
1796,SG,SG,SG
1797,MY,MY,MY
1798,SG,SG,SG
1799,SG,US,US
1800,MY,,MY
1801,SG,IN,IN
1802,SG,SG,SG
1803,SG,SG,SG
1804,MY,,MY
1805,MY,MY,MY
1806,SG,SG,SG
1807,SG,MY,MY
1808,MY,,MY
1809,SG,SG,SG
1810,MY,,MY
1811,SG,MY,MY
1812,SG,PH,PH
1813,MY,,MY
1814,SG,SG,SG
1815,HK,HK,HK
1816,SG,SG,SG
1817,MY,Malaysia,MY
1818,SG,SG,SG
1819,HK,Hong Kong,HK
1820,MY,,MY
1821,SG,,SG
1822,MY,MY,MY
1823,SG,SG,SG
1824,SG,SG,SG
1825,SG,VN,VN
1826,MY,,MY
1827,SG,SG,SG
1828,SG,SG,SG
1829,SG,,SG
1830,MY,Malaysia,MY
1831,SG,SG,SG
1832,SG,SG,SG
1833,SG,SG,SG
1834,SG,SG,SG
1835,SG,,SG
1836,MY,,MY
1837,SG,SG,SG
1838,SG,ID,ID
1839,SG,,SG
1840,SG,SG,SG
1841,SG,SG,SG
1842,SG,SG,SG
1843,MY,Malaysian,MY
1844,SG,SG,SG
1845,MY,,MY
1846,SG,,SG
1847,SG,SG,SG
1848,SG,SG,SG
1849,SG,GB,GB
1850,SG,SG,SG
1851,SG,SG,SG
1852,SG,SG,SG
1853,SG,SG,SG
1854,MY,,MY
1855,SG,SG,SG
1856,SG,SG,SG
1857,SG,SG,SG
1858,MY,,MY
1859,MY,,MY
1860,SG,SG,SG
1861,MY,,MY
1862,SG,SG,SG
1863,MY,,MY
1864,HK,Hk,HK
1865,SG,SG,SG
1866,MY,MY,MY
1867,MY,Malaysian ,MY
1868,MY,Malaysia,MY
1869,SG,SG,SG
1870,SG,SG,SG
1871,MY,,MY
1872,MY,,MY
1873,SG,PH,PH
1874,MY,MY,MY
1875,MY,Malaysia,MY
1876,SG,CN,CN
1877,SG,SG,SG
1878,SG,SG,SG
1879,MY,Malaysia,MY
1880,SG,,SG
1881,SG,SG,SG
1882,MY,MY,MY
1883,MY,Malaysian,MY
1884,HK,Hong Kong,HK
1885,SG,SG,SG
1886,SG,SG,SG
1887,SG,,SG
1888,MY,,MY
1889,MY,Malaysia,MY
1890,MY,Malaysin ,MY
1891,MY,Malaysia,MY
1892,MY,MY,MY
1893,SG,Filipino,PH
1894,SG,SG,SG
1895,MY,MY,MY
1896,SG,SG,SG
1897,MY,MY,MY
1898,SG,SG,SG
1899,MY,,MY
1900,SG,SG,SG
1901,MY,Malaysia,MY
1902,MY,MY,MY
1903,MY,Malaysia,MY
1904,SG,MYS,MY
1905,SG,SG,SG
1906,SG,MY,MY
1907,MY,,MY
1908,MY,MY,MY
1909,SG,SG,SG
1910,MY,,MY
1911,MY,Malaysian,MY
1912,SG,SG,SG
1913,MY,MY,MY
1914,SG,MY,MY
1915,MY,,MY
1916,SG,SG,SG
1917,SG,SG,SG
1918,MY,MY,MY
1919,MY,Malaysian,MY
1920,SG,SG,SG
1921,SG,,SG
1922,TW,,TW
1923,MY,MY,MY
1924,SG,SG,SG
1925,MY,MY,MY
1926,MY,,MY
1927,SG,MY,MY
1928,SG,SG,SG
1929,SG,SG,SG
1930,SG,PHL,PH
1931,MY,MY,MY
1932,SG,GB,GB
1933,SG,SG,SG
1934,MY,MALAYSIA,MY
1935,SG,SG,SG
1936,MY,,MY
1937,MY,Malaysian,MY
1938,SG,SG,SG
1939,MY,,MY
1940,SG,SGP,SG
1941,SG,SG,SG
1942,SG,SGP,SG
1943,SG,SG,SG
1944,SG,SG,SG
1945,MY,Malaysian,MY
1946,MY,MY,MY
1947,MY,MY,MY
1948,MY,,MY
1949,SG,SG,SG
1950,SG,PHL,PH
1951,MY,,MY
1952,SG,SG,SG
1953,SG,,SG
1954,MY,Malaysia,MY
1955,MY,,MY
1956,SG,,SG
1957,SG,SG,SG
1958,MY,MY,MY
1959,SG,SG,SG
1960,SG,,SG
1961,SG,SG,SG
1962,MY,MY,MY
1963,MY,,MY
1964,SG,SG,SG
1965,SG,,SG
1966,SG,SG,SG
1967,MY,,MY
1968,SG,SG,SG
1969,SG,SG,SG
1970,MY,Malaysia,MY
1971,MY,,MY
1972,MY,MY,MY
1973,MY,,MY
1974,SG,,SG
1975,MY,Malaysia,MY
1976,MY,,MY
1977,SG,PH,PH
1978,MY,,MY
1979,MY,,MY
1980,SG,SG,SG
1981,MY,Malaysian,MY
1982,MY,Malaysian,MY
1983,SG,MY,MY
1984,SG,ID,ID
1985,SG,PH,PH
1986,SG,SG,SG
1987,SG,,SG
1988,MY,Malaysia,MY
1989,MY,,MY
1990,MY,Malayaia,MY
1991,SG,,SG
1992,MY,MY,MY
1993,SG,SG,SG
1994,SG,MY,MY
1995,SG,SG,SG
1996,MY,MY,MY
1997,MY,,MY
1998,SG,BU,BG
1999,MY,,MY
2000,MY,Warganegara,MY
2001,MY,,MY
2002,MY,,MY
2003,SG,SG,SG
2004,MY,MY,MY
2005,SG,SG,SG
2006,MY,,MY
2007,SG,,SG
2008,SG,SG,SG
2009,SG,MY,MY
2010,SG,SG,SG
2011,MY,,MY
2012,MY,MY,MY
2013,SG,SG,SG
2014,SG,SG,SG
2015,SG,SG,SG
2016,MY,,MY
2017,MY,,MY
2018,HK,Hong Kong,HK
2019,HK,HK,HK
2020,SG,SG,SG
2021,MY,MY,MY
2022,MY,MY,MY
2023,SG,SGP,SG
2024,SG,SG,SG
2025,SG,SG,SG
2026,MY,,MY
2027,SG,,SG
2028,SG,SG,SG
2029,SG,SG,SG
2030,MY,MY,MY
2031,SG,SG,SG
2032,SG,MY,MY
2033,SG,SG,SG
2034,MY,,MY
2035,SG,SG,SG
2036,MY,Malaysian,MY
2037,SG,MY,MY
2038,MY,Malaysia,MY
2039,SG,,SG
2040,MY,,MY
2041,MY,Malaysia,MY
2042,MY,,MY
2043,MY,MY,MY
2044,SG,SG,SG
2045,MY,,MY
2046,MY,Malaysian,MY
2047,SG,SG,SG
2048,MY,MY,MY
2049,SG,SG,SG
2050,MY,MY,MY
2051,MY,,MY
2052,SG,PH,PH
2053,MY,,MY
2054,MY,,MY
2055,SG,SG,SG
2056,SG,,SG
2057,SG,SG,SG
2058,SG,PH,PH
2059,SG,SG,SG
2060,MY,Malaysia,MY
2061,SG,MY,MY
2062,SG,PHL,PH
2063,MY,,MY
2064,MY,MY,MY
2065,SG,SG,SG
2066,SG,SG,SG
2067,SG,SG,SG
2068,SG,SG,SG
2069,SG,SG,SG
2070,MY,Malaysia,MY
2071,MY,,MY
2072,SG,SG,SG
2073,MY,,MY
2074,SG,SG,SG
2075,SG,SG,SG
2076,SG,MY,MY
2077,SG,SG,SG
2078,SG,SG,SG
2079,MY,MY,MY
2080,SG,,SG
2081,MY,Malaysia,MY
2082,MY,,MY
2083,SG,SG,SG
2084,MY,Malaysia,MY
2085,SG,PH,PH
2086,MY,Malaysia,MY
2087,SG,,SG
2088,SG,SG,SG
2089,MY,,MY
2090,SG,SG,SG
2091,SG,SG,SG
2092,MY,MY,MY
2093,SG,,SG
2094,SG,,SG
2095,MY,MY,MY
2096,SG,SG,SG
2097,SG,JP,JP
2098,SG,SG,SG
2099,MY,MY,MY
2100,SG,SG,SG
2101,MY,,MY
2102,SG,SG,SG
2103,SG,SG,SG
2104,SG,SG,SG
2105,SG,SG,SG
2106,SG,SG,SG
2107,SG,SG,SG
2108,SG,LK,LK
2109,SG,SG,SG
2110,TH,Thailand,TH
2111,MY,MY,MY
2112,SG,MY,MY
2113,SG,PH,PH
2114,MY,MY,MY
2115,SG,SG,SG
2116,SG,,SG
2117,SG,SG,SG
2118,MY,MY,MY
2119,SG,SG,SG
2120,SG,SG,SG
2121,TH,,TH
2122,MY,,MY
2123,SG,MY,MY
2124,SG,SG,SG
2125,MY,MY,MY
2126,MY,,MY
2127,TH,,TH
2128,SG,SG,SG
2129,SG,MY,MY
2130,SG,PH,PH
2131,SG,SG,SG
2132,SG,SG,SG
2133,SG,SG,SG
2134,SG,SG,SG
2135,SG,,SG
2136,SG,IN,IN
2137,SG,SG,SG
2138,MY,Malaysian,MY
2139,MY,Malaysia,MY
2140,SG,SG,SG
2141,SG,SG,SG
2142,SG,SG,SG
2143,SG,SG,SG
2144,MY,,MY
2145,MY,,MY
2146,MY,Malaysia,MY
2147,HK,,HK
2148,HK,,HK
2149,SG,SG,SG
2150,MY,Malaysia,MY
2151,SG,SG,SG
2152,MY,,MY
2153,SG,SG,SG
2154,SG,MY,MY
2155,SG,SG,SG
2156,SG,,SG
2157,SG,,SG
2158,SG,SG,SG
2159,SG,SG,SG
2160,SG,MY,MY
2161,MY,MY,MY
2162,MY,Malaysia,MY
2163,SG,SG,SG
2164,SG,SG,SG
2165,SG,SG,SG
2166,SG,SG,SG
2167,SG,SG,SG
2168,SG,SG,SG
2169,MY,Malaysian,MY
2170,SG,SG,SG
2171,SG,SG,SG
2172,MY,Malaysia,MY
2173,SG,SG,SG
2174,HK,,HK
2175,MY,,MY
2176,MY,Malaysian,MY
2177,SG,SG,SG
2178,SG,MY,MY
2179,MY,MY,MY
2180,SG,MY,MY
2181,SG,SGP,SG
2182,HK,Hong Kong,HK
2183,SG,,SG
2184,SG,SGP,SG
2185,MY,Malaysian,MY
2186,SG,SG,SG
2187,MY,Malaysia,MY
2188,MY,MY,MY
2189,MY,Malaysia,MY
2190,MY,,MY
2191,SG,SG,SG
2192,SG,SG,SG
2193,MY,MY,MY
2194,SG,,SG
2195,SG,SG,SG
2196,HK,HK,HK
2197,SG,,SG
2198,MY,Malaysia,MY
2199,HK,Hong Kong,HK
2200,SG,,SG
2201,SG,MY,MY
2202,MY,MY,MY
2203,SG,PHL,PH
2204,SG,SG,SG
2205,SG,CHN,CN
2206,SG,CN,CN
2207,SG,IN,IN
2208,SG,SG,SG
2209,MY,,MY
2210,SG,SG,SG
2211,MY,Malaysian,MY
2212,SG,SG,SG
2213,MY,,MY
2214,MY,,MY
2215,SG,SG,SG
2216,SG,SG,SG
2217,SG,MY,MY
2218,SG,SG,SG
2219,MY,MY,MY
2220,MY,MY,MY
2221,SG,TW,TW
2222,MY,MY,MY
2223,SG,PH,PH
2224,MY,MY,MY
2225,MY,MY,MY
2226,SG,SG,SG
2227,MY,Malaysia,MY
2228,SG,SG,SG
2229,SG,SG,SG
2230,SG,IDN,ID
2231,SG,SG,SG
2232,MY,MY,MY
2233,SG,SG,SG
2234,SG,SG,SG
2235,SG,PH,PH
2236,SG,SG,SG
2237,SG,,SG
2238,SG,CA,CA
2239,SG,,SG
2240,SG,SG,SG
2241,SG,SG,SG
2242,MY,,MY
2243,HK,Hong Kong,HK
2244,MY,MY,MY
2245,MY,MY,MY
2246,MY,Malaysian,MY
2247,MY,Malaysia,MY
2248,SG,SG,SG
2249,MY,MY,MY
2250,SG,SG,SG
2251,SG,MY,MY
2252,MY,MY,MY
2253,MY,MY,MY
2254,SG,MY,MY
2255,SG,,SG
2256,SG,PH,PH
2257,SG,SG,SG
2258,SG,PH,PH
2259,SG,MY,MY
2260,SG,SG,SG
2261,SG,SG,SG
2262,SG,PHL,PH
2263,SG,,SG
2264,SG,SG,SG
2265,MY,KUCHING,MY
2266,SG,SG,SG
2267,MY,,MY
2268,MY,,MY
2269,SG,SG,SG
2270,SG,PH,PH
2271,MY,MY,MY
2272,MY,,MY
2273,SG,PH,PH
2274,SG,SG,SG
2275,SG,SG,SG
2276,SG,SG,SG
2277,SG,SG,SG
2278,SG,SG,SG
2279,SG,SG,SG
2280,SG,SG,SG
2281,SG,PH,PH
2282,SG,SG,SG
2283,SG,SG,SG
2284,MY,,MY
2285,SG,,SG
2286,MY,,MY
2287,MY,MY,MY
2288,MY,Malaysian,MY
2289,MY,Malaysia,MY
2290,SG,SG,SG
2291,MY,MY,MY
2292,SG,SG,SG
2293,MY,Malaysia,MY
2294,SG,MY,MY
2295,SG,,SG
2296,MY,Malaysia,MY
2297,SG,SG,SG
2298,SG,MY,MY
2299,SG,PH,PH
2300,MY,,MY
2301,MY,,MY
2302,SG,PHL,PH
2303,MY,Malaysia,MY
2304,MY,MY,MY
2305,MY,,MY
2306,SG,SG,SG
2307,SG,SG,SG
2308,MY,Malay,MY
2309,SG,SG,SG
2310,MY,Malaysian,MY
2311,SG,IN,IN
2312,SG,PH,PH
2313,SG,SG,SG
2314,MY,MY,MY
2315,SG,SG,SG
2316,SG,TW,TW
2317,SG,SG,SG
2318,SG,SG,SG
2319,MY,MY,MY
2320,SG,SG,SG
2321,SG,SG,SG
2322,SG,PH,PH
2323,SG,SG,SG
2324,MY,MY,MY
2325,SG,,SG
2326,SG,SG,SG
2327,MY,,MY
2328,SG,CN,CN
2329,SG,IN,IN
2330,SG,SG,SG
2331,SG,SG,SG
2332,SG,IN,IN
2333,SG,VN,VN
2334,SG,PH,PH
2335,MY,MY,MY
2336,SG,,SG
2337,SG,,SG
2338,HK,,HK
2339,SG,SG,SG
2340,SG,,SG
2341,SG,PH,PH
2342,HK,HK,HK
2343,MY,MY,MY
2344,SG,SG,SG
2345,MY,,MY
2346,SG,PH,PH
2347,SG,,SG
2348,SG,SG,SG
2349,SG,SG,SG
2350,SG,SG,SG
2351,MY,MY,MY
2352,SG,SG,SG
2353,MY,Malaysian,MY
2354,SG,,SG
2355,MY,MY,MY
2356,SG,SG,SG
2357,SG,SG,SG
2358,MY,Malaysian,MY
2359,SG,SG,SG
2360,SG,,SG
2361,SG,,SG
2362,SG,SG,SG
2363,SG,SGP,SG
2364,SG,SG,SG
2365,SG,SG,SG
2366,SG,SG,SG
2367,SG,AT,AT
2368,SG,CN,CN
2369,SG,SG,SG
2370,MY,Malaysian,MY
2371,SG,SGP,SG
2372,MY,Malaysia,MY
2373,SG,SG,SG
2374,SG,SG,SG
2375,SG,MY,MY
2376,SG,BU,BG
2377,SG,,SG
2378,SG,SG,SG
2379,MY,Malaysia,MY
2380,MY,,MY
2381,SG,,SG
2382,MY,,MY
2383,SG,SG,SG
2384,SG,PH,PH
2385,SG,SG,SG
2386,SG,SG,SG
2387,MY,Malaysia,MY
2388,SG,SG,SG
2389,MY,,MY
2390,SG,PH,PH
2391,MY,Malaysian,MY
2392,MY,,MY
2393,MY,,MY
2394,MY,,MY
2395,MY,Malaysia,MY
2396,SG,SG,SG
2397,SG,SG,SG
2398,SG,SG,SG
2399,MY,Malaysian,MY
2400,MY,MY,MY
2401,SG,SG,SG
2402,SG,SG,SG
2403,MY,MY,MY
2404,MY,,MY
2405,MY,MY,MY
2406,MY,Malaysia ,MY
2407,MY,Malaysia,MY
2408,SG,SG,SG
2409,SG,SG,SG
2410,MY,Malaysian,MY
2411,SG,TH,TH
2412,SG,SG,SG
2413,MY,,MY
